"name","author","narrator","releasedate","language","hours","mins","total_time_mins","price","avg_rating","max_rating","nr_of_ratings"
Morning Mystery,"Rémy Simard, Christianne C. Jones",anonymous,"2022-03-16",English,0,4,4,93.00,,5,"0"
The Zoo with the Empty Cage,"Steve Brezenoff, Chris Canga",anonymous,"2022-03-26",English,0,46,46,176.00,,5,"0"
The Zombie Who Visited New Orleans,"Steve Brezenoff, Chris Canga",anonymous,"2022-03-26",English,0,44,44,176.00,,5,"0"
The Burglar Who Bit the Big Apple,"Steve Brezenoff, Chris Canga",anonymous,"2022-03-24",English,0,37,37,176.00,,5,"0"
The Cat That Disappeared,"Lori Mortensen, Rémy Simard",anonymous,"2022-03-24",English,0,4,4,93.00,,5,"0"
Buzz Beaker vs Dracula,"Scott Nickel, Andy Smith",anonymous,"2022-03-28",English,0,9,9,105.00,,5,"0"
Zombies and Meatballs,"Blake Hoena, Dave Bardin",anonymous,"2022-03-28",English,0,8,8,93.00,,5,"0"
Tuckerbean on the Moon,"Jill Kalz, Benton Mahan",anonymous,"2022-03-26",English,0,2,2,82.00,,5,"0"
Secret of the Summer School Zombies,"Scott Nickel, Matt Luxich",anonymous,"2022-03-26",English,0,9,9,105.00,,5,"0"
Test Drive,"Anastasia Suen, Michael Laughead",anonymous,"2022-03-24",English,0,4,4,93.00,,5,"0"
The Attack,Katherine Applegate,Mac Leod Andrews,"2022-01-04",English,3,2,182,445.00,,5,"0"
Woolly Mammoth,Harold Rober,Intuitive,"2019-02-01",English,0,1,1,164.00,,5,"0"
Pterodactyl,Harold Rober,Intuitive,"2019-01-28",English,0,1,1,164.00,,5,"0"
Triceratops,Harold Rober,Intuitive,"2019-01-25",English,0,1,1,164.00,,5,"0"
Hero Military Dogs,Jon M. Fishman,Intuitive,"2018-12-24",English,0,4,4,164.00,,5,"0"
Los Bandídez,Siri Kolu,Cari Monrós,"2022-02-15",Spanish,5,57,357,307.00,,5,"0"
Zeus the Mighty,Crispin Boyer,Ramonde Ocampo,"2020-05-19",English,2,52,172,351.00,,5,"0"
Fish & Chips,Adam Ward,Simon Jackson,"2020-08-19",English,1,24,84,211.00,,5,"0"
Attucks!,Phillip M. Hoose,Brad Sanders,"2018-10-23",English,4,26,266,74.00,,5,"0"
Watch This!,Jen Storer,Alan King,"2020-02-01",English,1,16,76,531.00,,5,"0"
Voll das Chaos!,Margit Auer,Andreas Fröhlich,"2021-10-21",German,2,39,159,233.00,,5,"0"
Zoey and Sassafras: Unicorns and Germs,Asia Citro,Janina Edwards,"2021-05-18",English,1,3,63,468.00,"5",5,"2"
Die 30 besten Entspannungsrätsel für Kinder,Sabine Seyffert,Christian Stark,"2022-02-21",German,1,49,109,334.00,,5,"0"
The Green Planet,Leisa Stewart-Sharpe,Roy McMillan,"2022-01-06",English,1,19,79,410.00,,5,"0"
Kid Scientists,David Stabler,Pete Cross,"2020-02-11",English,2,23,143,1172.00,,5,"0"
'Tis the Season,Ann M. Martin,Ariadne Meyers,"2008-02-08",English,4,59,299,601.00,,5,"0"
Freddy and Mr. Camphor,alter Brooks,John McDonough,"2009-09-24",English,5,4,304,703.00,,5,"0"
Rogue,Karen Lynch,Caitlin Greer,"2016-01-05",English,13,26,806,1003.00,,5,"0"
The Glass Voice,"Olivia Snowe, Michelle Lamoreaux",anonymous,"2022-03-16",English,1,27,87,211.00,,5,"0"
From Fugitive to Freedom,Steven Otfinoski,anonymous,"2022-02-23",English,1,14,74,199.00,,5,"0"
The Ferret Fiasco,"John Sazaklis, Lee Robinson",anonymous,"2022-03-24",English,1,20,80,187.00,,5,"0"
Jumping for Junk Food,"John Sazaklis, Lee Robinson",anonymous,"2022-03-16",English,1,20,80,187.00,,5,"0"
Turning Point,Michael Burgan,anonymous,"2022-03-02",English,1,29,89,199.00,,5,"0"
Day of Infamy,Steven Otfinoski,anonymous,"2022-03-16",English,1,31,91,199.00,,5,"0"
The Case of the Counterfeit Painting,"Steve Brezenoff, Lisa K. Weber",anonymous,"2022-03-16",English,1,9,69,211.00,,5,"0"
The Case of the Stolen Sculpture,"Steve Brezenoff, Lisa K. Weber",anonymous,"2022-03-16",English,1,6,66,211.00,,5,"0"
I'm an Activist,l Mara,neka Okoye,"2020-08-27",English,0,23,23,410.00,,5,"0"
Emma's Easter,Lisa Bullard,Intuitive,"2017-05-19",English,0,4,4,164.00,,5,"0"
El coco,Luisa Villar Liébana,Crespo,"2022-02-11",Spanish,0,10,10,38.00,,5,"0"
Your Legacy,Schele Williams,Schele Williams,"2021-10-05",English,0,24,24,234.00,,5,"0"
Wisconsin,Bridget Parker,anonymous,"2022-03-15",English,0,14,14,93.00,,5,"0"
Coelophysis,Josh Gregory,Timothy Cap,"2019-11-15",English,0,5,5,63.00,,5,"0"
Plateosaurus,Josh Gregory,Timothy Cap,"2019-11-14",English,0,4,4,63.00,,5,"0"
Skeleton Battle,Morgan,icol Zanzarella,"2016-06-29",English,2,0,120,233.00,"5",5,"2"
The Awesome Inner Workings of Video Games,Arie Kaplan,Book Buddy Digital Media,"2017-06-28",English,0,28,28,164.00,,5,"0"
Wir tanzen mit den Drachen im Wind,Ulrich Maske,"Bettina Göschl, Marion Elskis, Ulrich Maske","2021-07-23",German,0,59,59,300.00,,5,"0"
What If There Were No Bees?,Suzanne Slade,Anonymous,"2022-04-01",English,0,7,7,82.00,,5,"0"
Why We Eat Grains,Beth Bence Reinke,Book Buddy Digital Media,"2021-05-05",English,0,3,3,164.00,,5,"0"
Healthy Foods Around the World,Beth Bence Reinke,Book Buddy Digital Media,"2021-05-05",English,0,3,3,164.00,,5,"0"
"Pirates, Scoundrels, and Scallywags",Madeline Donaldson,Book Buddy Digital Media,"2017-06-28",English,0,27,27,164.00,,5,"0"
David Karp,Karen Latchana Kenney,Intuitive,"2017-06-26",English,0,27,27,164.00,,5,"0"
"Gangsters, Bootleggers, and Bandits",Heather E. Schwartz,Book Buddy Digital Media,"2017-06-26",English,0,25,25,164.00,,5,"0"
"Outlaws, Gunslingers, and Thieves",Heather E. Schwartz,Book Buddy Digital Media,"2017-06-26",English,0,23,23,164.00,,5,"0"
"My Skin, Your Skin","Laura Henry-Allain MBE, Onyinye Iwu-illustrator",Laura Henry-Allain MBE,"2021-10-21",English,0,17,17,410.00,,5,"0"
From North to South/Del Norte Al Sur,René Laínez,Gary Tiedemann,"2021-09-07",English,0,17,17,187.00,,5,"0"
The Shape of Home,Rashin Kheiriyeh,Samara Naeymi,"2021-09-14",English,0,5,5,63.00,,5,"0"
Songs for Children,"Beate Baylie, Karin Schweizer","Beate Baylie, Karin Schweizer","2020-06-23",German,0,38,38,233.00,,5,"0"
Оле-Лукойе,"Ганс Христиан Андерсен, Анна Ганзен",Дмитрий Шандро,"2021-12-23",Russian,0,27,27,32.00,,5,"0"
Свинопас,"Ганс Христиан Андерсен, Анна Ганзен",Дмитрий Шандро,"2021-12-23",Russian,0,11,11,32.00,,5,"0"
"[94巻] Gon, the Fox（ごんぎつね・英語版）",Yellow Bird Project,Kay Shibatani,"2021-08-12",Japanese,0,21,21,139.00,,5,"0"
Białośnieżka i Różanka [Białośnieżka and Różanka],"lhelm Ludwig Grimm, Jacob Karl Grimm",Joanna Węgrzynowska,"2021-06-21",Polish,0,11,11,154.00,,5,"0"
Christmas Customs,Minds,Jude Beaumont,"2009-12-08",English,0,5,5,33.00,,5,"0"
Celebrating the Nativity,Minds,Jude Beaumont,"2009-12-08",English,0,5,5,33.00,,5,"0"
The Fort on Fourth Street,Lois Spangler,Donna German,"2015-11-11",English,0,6,6,23.00,,5,"0"
Make Some Noise,Rebecca Rissman,anonymous,"2022-03-24",English,0,19,19,93.00,,5,"0"
Serena Williams,Esther Porter,anonymous,"2022-02-23",English,0,3,3,82.00,,5,"0"
Rabbits,G. G. Lake,anonymous,"2022-03-16",English,0,3,3,82.00,,5,"0"
"Harry Potter and the Deathly Hallows, Book 7",J. K. Rowling,Stephen Fry,"2015-11-20",English,24,0,1440,1599.00,"5",5,"1006"
Percy Jackson and the Last Olympian,Rick Riordan,Jesse Bernstein,"2010-01-21",English,11,0,660,820.00,"5",5,"79"
Projekt 1065,Alan Gratz,Dan Bittner,"2016-10-11",English,7,0,420,656.00,"5",5,"1"
Kongebørn 4: Lynstråle,Peter Gotthardt,Marie Louise Cornelius,"2021-11-26",Danish,1,0,60,133.00,,5,"0"
Ernest Hemingway,Catherine Reef,Jill Shellabarger,"2009-07-22",English,4,0,240,539.00,,5,"0"
Someone Like Me,Julissa Arce,Julissa Arce,"2020-10-20",English,4,0,240,500.00,,5,"0"
My Grandmother's Treasure,Jackie Torrence,Jackie Torrence,"2000-10-20",English,1,0,60,166.00,,5,"0"
Johannes Gutenberg und das Werk der Bücher,Christine Schulz-Reiss,Peter Kaempfe,"2018-02-12",German,1,0,60,334.00,,5,"0"
Eliza Vanda’s Button Box,Emily Rodda,Wendy Bos,"2022-01-01",English,5,0,300,664.00,,5,"0"
Learning About Rocks,Mari Schuh,anonymous,"2022-03-15",English,0,2,2,82.00,,5,"0"
The World's Longest Snake and Other Animal Records,"Gail Saunders-Smith, Martha E. H. Rustad",anonymous,"2022-03-15",English,0,3,3,82.00,,5,"0"
Living or Nonliving?,Abbie Dunne,anonymous,"2022-03-15",English,0,3,3,82.00,,5,"0"
Wheels and Axles,Martha E. H. Rustad,anonymous,"2022-03-16",English,0,2,2,82.00,,5,"0"
North American Black Bears,G. G. Lake,anonymous,"2022-03-15",English,0,3,3,82.00,,5,"0"
The Gripping Truth About Forces and Motion,"Bernice Lum, Alec Bodzin, Agnieszka Biskup",anonymous,"2022-03-15",English,0,24,24,93.00,,5,"0"
Power Plays,"Giovanni Pota, Alan Brown, Sara Foresti",anonymous,"2022-03-15",English,0,18,18,93.00,,5,"0"
Snowy Owls,"Gail Saunders-Smith, Melissa Hill",anonymous,"2022-03-16",English,0,3,3,82.00,,5,"0"
Baby Animals in Burrows,Martha E. H. Rustad,anonymous,"2022-03-15",English,0,2,2,82.00,,5,"0"
All Kinds of Gardens,Mari Schuh,anonymous,"2022-03-15",English,0,1,1,82.00,,5,"0"
The 1918 Flu Pandemic,Katherine Krohn,anonymous,"2022-03-15",English,0,15,15,93.00,,5,"0"
The Solid Truth About Matter,"Mark Weakland, Bernice Lum, Alec Bodzin",anonymous,"2022-03-15",English,0,23,23,93.00,,5,"0"
Guinea Pigs,Lisa J. Amstutz,anonymous,"2022-03-15",English,0,1,1,82.00,,5,"0"
Pyjamashjältarna - Möt Pyjamasroboten,"One, Annika Torstensson",Daniel Sjöberg,"2021-12-21",Swedish,0,8,8,32.00,,5,"0"
Какие бывают профессии,Юлия Бортновская-Медокс,Андрей Святсков,"2021-02-03",Russian,0,49,49,99.00,,5,"0"
Mother Osprey: Nursery Rhymes for Buoys & Gulls,Lucy Nolan,Donna German,"2015-11-12",English,0,10,10,23.00,,5,"0"
Frozen Bubbles,Verlie Hutchens,Highlightsfor Children,"2018-08-17",English,0,2,2,46.00,,5,"0"
Building a World with Toothpicks,Linda Haas Manley,Highlightsfor Children,"2018-08-16",English,0,4,4,46.00,,5,"0"
Wonky,Darcy Pattison,Josiah Bildner,"2022-02-08",English,0,5,5,117.00,,5,"0"
Poised and Pink: Flamingo,Kelly Calhoun,Timothy Cap,"2019-11-12",English,0,1,1,63.00,,5,"0"
What Christmas Is As We Grow Older,Charles Dickens,David Du Chene,"2007-12-30",English,0,12,12,33.00,,5,"0"
World-Whizzing Facts,Emily Grossman,Emily Grossman,"2021-12-09",English,3,29,209,493.00,,5,"0"
How a King Plays,Oliver Boydell,Oliver Boydell,"2021-11-09",English,1,32,92,553.00,,5,"0"
The Gateway Arch,Lisa Bullard,Intuitive,"2017-05-17",English,0,4,4,164.00,,5,"0"
Busting Boredom with Technology,Tyler Omoth,Anonymous,"2022-03-16",English,0,21,21,93.00,,5,"0"
La Famiglia Roccarolla - Segreti in cantina,"Laura Vaioli, Marco Morandi",Gaia Nanni,"2021-09-06",Italian,1,30,90,305.00,,5,"0"
Skyborn,Sinéad O'Hart,Charlie Sanderson,"2021-09-01",English,8,13,493,1013.00,,5,"0"
Gangsta Rap,Benjamin Zephaniah,Ben Bailey Smith,"2021-09-02",English,6,21,381,493.00,,5,"0"
Highlights Listen & Learn!: Let There Be Rock!,"Highlightsfor Children, Jeff Hendricks","Highlightsfor Children, Pete Cross","2021-09-07",English,1,2,62,1172.00,,5,"0"
Greek Myths,DK,Raj Ghatak,"2020-08-06",English,2,46,166,410.00,,5,"0"
Riese,Greg Cox,Kaleena Kiff,"2013-03-26",English,6,56,416,668.00,,5,"0"
Hair Traits,Buffy Silverman,Intuitive,"2017-05-12",English,0,3,3,164.00,,5,"0"
The Market Bowl,Jim Averbeck,Tamara Ryan,"2019-11-21",English,0,9,9,63.00,,5,"0"
Cats,Christina Leaf,Dana Fleming,"2020-07-20",English,0,2,2,93.00,,5,"0"
Let's Explore Japan,alt K. Moon,Intuitive,"2019-01-28",English,0,1,1,164.00,,5,"0"
Jaime,Leandro Cabrera,Mariano Prince,"2022-03-04",Spanish,0,11,11,65.00,,5,"0"
Pomeranians,Allan Morey,anonymous,"2022-03-05",English,0,2,2,82.00,,5,"0"
Texas,Bridget Parker,anonymous,"2022-03-02",English,0,14,14,93.00,,5,"0"
Today Is a Snowy Day,Martha E. H. Rustad,anonymous,"2022-03-29",English,0,2,2,82.00,,5,"0"
La grosse faim de Petit renard,Mireille Saver,Olivier Clément,"2022-02-15",French,0,3,3,151.00,,5,"0"
Pretty Perfect Kitty-Corn,"Shannon Hale, Leuyen Pham","Kitty Hendrix, Vikas Adam, Nikki Thomas","2022-03-08",English,0,6,6,234.00,,5,"0"
La course à la poule,Louisa Treyborac,"Jean-Paul Bibé, A. Goedgebuer, Franck Aupeix","2022-02-14",French,0,7,7,225.00,,5,"0"
Le dragon des pluies,"Alain Korkos, Katharina Bußhoff-illustrateur","Katharina Bubhoff, Marie Zidi","2022-02-14",French,0,6,6,187.00,,5,"0"
It Snows,Tamra B. Orr,Adam Weber,"2019-11-18",English,0,6,6,63.00,,5,"0"
Die neue Zeit,Katherine Applegate,Vera Teltz,"2021-07-28",German,6,59,419,468.00,,5,"0"
Who Were the Beatles?,Geoff Edgers,Kevin Pariseau,"2019-06-25",English,1,4,64,351.00,,5,"0"
Birthday Cakes,Sarah L. Schuette,anonymous,"2022-02-25",English,0,1,1,82.00,,5,"0"
Betsy Ross,Ryan Randolph,Suzy Myers,"2009-02-02",English,1,22,82,266.00,,5,"0"
The Ickabog,J. K. Rowling,Stephen Fry,"2020-11-10",English,7,52,472,799.00,"4.5",5,"181"
Now and Zen,Linda Gerber,Jill Apple,"2018-08-28",English,5,15,315,754.00,,5,"0"
A Poem for Every Day of the Year,Allie Esiri,"Helena Bonham Carter, Simon Russell Beale, Damian Lynch","2017-12-26",English,11,8,668,323.00,,5,"0"
The Vanderbeekers of 141st Street,Karina Glaser,Robin Miles,"2018-04-12",English,5,39,339,569.00,"5",5,"3"
Mandhira Malai [Magical Mountain],Umayavan,Suganya,"2021-09-27",Tamil,1,5,65,48.00,"4",5,"1"
Rosvojahti,Taru Mäkinen,Ari-Matti Hedman,"2022-01-27",Finnish,0,37,37,32.00,,5,"0"
"9/11 Courage and Tributes",Kristie Bouryal,Kaitlin Carbonaro,"2020-07-02",English,0,47,47,140.00,,5,"0"
The Musicians of Bremen,Barbara Vagnozzi,Child's Play,"2021-04-29",English,0,5,5,140.00,,5,"0"
Henry and Mudge and Mrs. Hopper's House,Cynthia Rylant,George Guidall,"2008-10-23",English,0,5,5,369.00,,5,"0"
Killer Jobs,Suzanne Garbe,anonymous,"2022-02-28",English,0,22,22,93.00,,5,"0"
Virginia,Bridget Parker,anonymous,"2022-03-15",English,0,13,13,93.00,,5,"0"
Lizards,Rose Davin,Anonymous,"2022-03-15",English,0,2,2,82.00,,5,"0"
La vérité vraie sur Mireille Marcassin,Emilie Chazerand,"Vincent Leenhardt, Lisa, Bérenger Martel","2022-03-11",French,0,19,19,338.00,,5,"0"
Cheeku Series Level 2 Eng (US),Esther David,Kate Cammell,"2022-03-08",English,0,26,26,105.00,,5,"0"
Cheeku Series Level 2 Eng (IND),Esther David,Vandana Maheshwari,"2022-03-08",English,0,26,26,105.00,,5,"0"
De wraak van Knor,Tosca Menten,Tosca Menten,"2022-03-11",Dutch,2,28,148,367.00,,5,"0"
Ditte & Lady,Ina Bruhn,Sara Ullner,"2022-03-11",Danish,3,17,197,267.00,,5,"0"
Every Missing Piece,Melanie Conklin,Kathleen McInerney,"2021-07-28",English,6,7,367,569.00,,5,"0"
Kasperlitheater Nr. 13 [Punch and Judy Theater 13],Jörg Schneider,"Jörg Schneider, Ines Torelli, Paul Bühlmann","2021-06-09",German,0,57,57,328.00,,5,"0"
South Dakota,Bridget Parker,Anonymous,"2022-02-21",English,0,12,12,93.00,,5,"0"
Taneli Kaneli lomalla,Tittamari Marttinen,Ari-Matti Hedman,"2022-02-17",Finnish,0,26,26,32.00,,5,"0"
Con mucho amor [With Lots of Love],Jenny Torres Sanchez,Marcela Loría,"2022-03-08",Spanish,0,6,6,251.00,,5,"0"
A Different Pond,"Bao Phi, Thi Bui-illustrator",Bao Phi,"2022-03-08",English,0,14,14,234.00,,5,"0"
"Give It a Try, Yasmin!",Saadia Faruqi,Sharmila Devar,"2022-03-30",English,0,28,28,187.00,,5,"0"
Dampfloks gegen Dieselloks,"Mattel, Burkard Miltenberger",Monty Arnold,"2022-03-30",German,0,16,16,99.00,,5,"0"
The Exiles,Hilary McKay,Marie Lawrence,"2022-03-08",English,5,49,349,531.00,,5,"0"
Weihnachtszeit ist Christkindzeit,Bettina Barth,Bettina Barth,"2017-09-30",German,0,53,53,166.00,,5,"0"
Pro-Wrestling Superstar John Cena,Jon M. Fishman,Book Buddy Digital Media,"2020-02-07",English,0,2,2,258.00,,5,"0"
Horace Mann,Deaver Brown,Deaver Brown,"2015-09-25",English,0,38,38,23.00,,5,"0"
The Invasion of Normandy,Moira Rose Donahue,Qarie Marshall,"2018-05-22",English,0,11,11,65.00,,5,"0"
Saxofonerna som försvann,Elsie Petrén,Hans Bergqvist,"2019-07-31",Swedish,0,12,12,32.00,,5,"0"
Working in Space,Martha E. H. Rustad,Anonymous,"2022-03-16",English,0,2,2,82.00,,5,"0"
プリンセスシリーズ「ラプンツェル」,"グリム兄弟,中島孤島訳",沢実那子,"2022-03-31",Japanese,0,14,14,139.00,,5,"0"
Disney Junior,Disney Book Group,Disney Book Group,"2020-10-07",English,0,25,25,117.00,,5,"0"
Every Leaf a Hallelujah,Ben Okri,Ben Okri,"2021-10-14",English,0,52,52,315.00,,5,"0"
The Three Bears,EDCONPublishing,Imperial Players,"2021-07-27",English,0,7,7,164.00,,5,"0"
Santiago the Dreamer in Land Among the Stars (Santiago el Sonadorentre las Estrellas),"Ricky Martin, Patricia Castelao-illustrator",Ricky Martin,"2013-11-12",English,0,8,8,251.00,,5,"0"
Die Falle,Robert Gernhardt,Robert Gernhardt,"2019-09-23",German,0,19,19,99.00,,5,"0"
"Slangman's Fairy Tales: English to Italian, Level 1 - Cinderella",David Burke,David Burke,"2010-10-14",English,0,6,6,350.00,,5,"0"
"Slangman's Fairy Tales: English to Hebrew, Level 3 - Beauty and the Beast",David Burke,David Burke,"2010-10-14",English,0,8,8,350.00,,5,"0"
Der große Grabraub,Amy Butler Greenfield,Dietmar Bär,"2022-02-23",German,4,37,277,401.00,,5,"0"
The Hodgeheg and Other Stories,Dick King-Smith,Ciaran Saward,"2022-02-17",English,7,57,477,615.00,,5,"0"
Pinocchio,Carlo Collodi,Susan O’Malley,"2009-06-05",English,4,11,251,585.00,,5,"0"
The Clamshell Show,Lucy Courtenay,"Clare Corbett, Chloe Massey, Amaka Okafor","2021-09-23",English,1,38,98,227.00,,5,"0"
Ghost Riders,Barbara Smith,Janice Ryan,"2021-02-28",English,2,43,163,163.00,,5,"0"
Alpaca My Bags,Jenny Goebel,Suzy Jackson,"2021-12-07",English,6,25,385,703.00,,5,"0"
"14 Short Stories Bundle for Kids: Adventure, Science Fiction, Aesop’s Fables, Classic Fairy Tales and Christmas Story Books for Children",Nayomi Phillips,"Monica Rachelle, Jim D. Johnston, Katie Otten","2019-01-22",English,3,13,193,501.00,,5,"0"
A Bear Called Paddington,Michael Bond,Stephen Fry,"2008-06-24",English,2,39,159,266.00,,5,"0"
Gregor and the Curse of the Warmbloods,Suzanne Collins,Paul Boehmer,"2004-12-26",English,7,47,467,1005.00,,5,"0"
La Tempête de Dhîves,Loïc Burlot,Loïc Burlot,"2021-10-01",French,1,6,66,301.00,,5,"0"
Across the Desert,Dusti Bowling,Stacy Gonzalez,"2022-03-29",English,6,13,373,703.00,,5,"0"
Unicorn Academy: Aisha and Silver,Julie Sykes,Kristin Atherton,"2022-03-10",English,1,34,94,266.00,,5,"0"
Unicorn Academy: Zara and Moonbeam,Julie Sykes,Kristin Atherton,"2022-03-10",English,1,35,95,266.00,,5,"0"
Wigetta,"Vegetta 777, Willyrex",Álexde Porrata,"2022-04-05",Spanish,3,37,217,192.00,,5,"0"
Aru Shah and the Nectar of Immortality,Roshani Chokshi,Soneela Nankani,"2022-04-05",English,11,19,679,821.00,,5,"0"
Barnabas der Wolkenschaufler,"Sophie Schoenwald, Nadine Reitz-Illustrator",Bernd Reheuser,"2022-04-04",German,2,56,176,200.00,,5,"0"
The Boy in the Post,Holly Rivers,Susie Trayling,"2022-04-01",English,6,58,418,706.00,,5,"0"
Thornwood,Leah Cypess,Jessica Almasy,"2022-04-05",English,5,41,341,904.00,,5,"0"
Curse of the Robo-Dragon,Adam Blade,Theo Solomon,"2022-04-01",English,2,6,126,531.00,,5,"0"
Call of the Crow,Jessica Khoury,"Michael Gallagher, Emily Eiden","2022-04-05",English,9,30,570,586.00,,5,"0"
Glass Slippers,Leah Cypess,Keylor Leigh,"2022-04-05",English,5,38,338,904.00,,5,"0"
Captain Underpants and the Sensational Saga of Sir Stinks-a-Lot,Dav Pilkey,"Len Forgione, Winston Bromhead, I'ke Mitchell","2022-04-05",English,1,37,97,586.00,,5,"0"
Terrors of the Forest,Mark Cheverton,ick Walther,"2022-01-25",English,8,12,492,703.00,,5,"0"
The Book of Chaos,Jessica Renwick,Reba Buhr,"2022-03-15",English,5,30,330,1172.00,,5,"0"
Welcome to Smellville,R. L. Stine,"Jordan Fisher, Dascha Polanco, Joniece Abbott-Pratt","2020-09-29",English,3,18,198,585.00,,5,"0"
As the Falcon Flies,Franklin W. Dixon,Adam Verner,"2022-01-04",English,3,8,188,305.00,,5,"0"
Pahua and the Soul Stealer,Lori M. Lee,Samantha Tan,"2021-09-07",English,11,12,672,702.00,,5,"0"
Sabotage on the Solar Express,"M. G. Leonard, Sam Sedgman","Elisa Paganelli, Jot Davies","2022-02-17",English,5,35,335,323.00,,5,"0"
Once Upon a Crime,Robin Stevens,"Katie Leung, Rebecca Lee, Alexander Capon","2021-08-05",English,6,50,410,615.00,,5,"0"
Danger at Dead Man's Pass,"M. G. Leonard, Sam Sedgman, Elisa Paganelli-illustrator",Jot Davies,"2021-09-16",English,6,48,408,323.00,,5,"0"
The Danger Gang,Tom Fletcher,"Tom Felton, Tom Fletcher","2020-10-01",English,4,12,252,615.00,,5,"0"
The Solution,Katherine Applegate,Emily Ellet,"2021-11-02",English,2,54,174,656.00,,5,"0"
Leonora Bolt: Secret Inventor,Lucy Brandt,icole Davis,"2022-01-20",English,2,55,175,410.00,,5,"0"
Toy Story 4,"Disney, Oskar Blomberg",Frederick Halbout,"2022-01-07",Swedish,2,27,147,166.00,,5,"0"
Black Panther: Spellbound,Ronald L. Smith,Dion Graham,"2022-02-01",English,5,38,338,469.00,,5,"0"
The Christmasaurus and the Naughty List,"Tom Fletcher, Shane Devries-illustrator","Paul Shelley, Tom Fletcher","2021-10-14",English,6,15,375,615.00,,5,"0"
The Extreme,Katherine Applegate,Ramónde Ocampo,"2022-01-04",English,3,4,184,445.00,,5,"0"
Wingfeather Tales,"Andrew Peterson-editor, Jonathan Rogers, N. D. Wilson",Andrew Peterson,"2021-03-23",English,10,38,638,1382.00,,5,"0"
Blue Moon,James Ponti,Elizabeth Klett,"2021-05-18",English,6,59,419,586.00,,5,"0"
Mermaids of the Deep Blue Sea,Gertrude Chandler Warner,Aimee Lilly,"2021-09-01",English,1,44,104,234.00,,5,"0"
Zoey and Sassafras: The Pod and the Bog,Asia Citro,Janina Edwards,"2021-04-13",English,1,5,65,468.00,,5,"0"
Els Barrufets - Històries dels barrufets,"Peyo, Daniel Cortés Coronas-translator",Jordi Coromina,"2022-02-07",Catalan,2,29,149,192.00,,5,"0"
Wolvenhart,Ina De Man,Laetitia Vandueren,"2022-02-03",Dutch,6,5,365,233.00,,5,"0"
Circus Maximus Rivals on the Track,Annelise Gray,Bronwen Price,"2022-02-03",English,7,27,447,645.00,,5,"0"
The Midnight Thief,Sylvia Bishop,Annabelle Indge,"2022-02-01",English,4,7,247,653.00,,5,"0"
Suche nach der verborgenen Quelle,"Chen Jiatong, Ulrike Köbele-translator",Michael-Che Koch,"2022-02-09",German,6,45,405,367.00,,5,"0"
Los Pitufos - Historias de Pitufos,"Peyo, Raquel Luque Benitez-translator",Juan Carlos Albarracín,"2022-02-07",Spanish,2,25,145,192.00,,5,"0"
